vOTU	Organic Nitrogen	MISC	carbon utilization	carbon utilization (Woodcroft)	Energy	Transporters
vOTU04991	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
vOTU05009	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU05017	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU05051	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05075	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05120	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05190	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05210	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05219	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05224	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05228	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05256	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05257	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05270	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU05275	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05284	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05304	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05309	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05321	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05340	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05361	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05363	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05376	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05387	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05392	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
vOTU05395	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05417	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU05424	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05432	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU05445	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05455	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU05458	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05463	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05472	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05487	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05494	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05501	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05509	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05533	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05550	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU05567	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05571	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05594	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05613	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05614	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU05636	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05637	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05645	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05693	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05696	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05721	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05728	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05751	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU05755	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05756	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05795	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05816	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05827	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05833	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05846	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05868	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05869	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05883	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05884	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05885	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05888	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05899	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU05919	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05965	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05973	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU05990	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06024	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06025	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06029	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06030	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06039	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06078	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06084	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06091	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06102	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06109	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06111	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06114	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06116	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06130	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06136	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06143	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06147	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06160	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06168	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06171	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06179	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06184	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06185	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06193	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06197	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06198	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06200	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06201	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06202	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06203	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06204	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU06206	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06209	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06210	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
vOTU06211	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06223	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06227	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06236	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06243	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06244	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06246	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06250	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
vOTU06260	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06261	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06264	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06270	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06274	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06277	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06280	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06285	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06294	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06304	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06326	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06327	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06330	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06332	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06338	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06344	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06349	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06359	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06362	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06365	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
vOTU06368	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06370	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06373	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06381	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06382	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU06383	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06386	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06391	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06392	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
vOTU06394	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06401	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06405	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU06406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06407	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06410	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06411	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06413	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06415	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06416	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06418	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06427	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06441	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06442	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06450	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06451	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06457	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06458	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06460	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06461	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06476	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06490	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06499	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06500	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06505	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06510	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06516	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06517	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06519	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06521	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
vOTU06523	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06524	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06527	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06530	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06536	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06537	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06546	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06561	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06575	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06578	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06603	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06625	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06632	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06641	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06651	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06656	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06669	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06670	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06672	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06678	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06679	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06695	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06698	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
vOTU06703	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06707	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06709	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06719	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06724	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06725	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06736	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06739	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06751	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06753	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06766	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
vOTU06777	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06779	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06782	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06788	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06796	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06802	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06805	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06808	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06813	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06828	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06829	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06837	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06847	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06860	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06864	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06867	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06890	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06900	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06903	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06910	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06924	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06939	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06940	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06946	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06949	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU06952	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06961	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06966	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06969	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06984	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06986	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU06989	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU06994	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07002	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07009	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07020	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07021	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07024	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07035	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07042	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07045	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07046	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07076	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07082	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07094	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07130	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07146	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07153	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07162	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07167	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07218	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07254	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07288	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07295	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07300	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07316	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07318	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07329	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07330	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07334	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07336	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07352	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
vOTU07355	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07361	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07371	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07401	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07403	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07411	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07430	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07431	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07435	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07437	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07447	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07452	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07461	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07465	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07467	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07479	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07481	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07496	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07518	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07536	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07538	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07544	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07547	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07549	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07550	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07560	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07569	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07583	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
vOTU07608	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07615	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07624	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
vOTU07660	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07661	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07684	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07711	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07729	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07751	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07774	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07782	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07807	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07824	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07827	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07838	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07856	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07901	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07907	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07908	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07911	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07930	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07958	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07961	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU07964	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU07967	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08003	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08004	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08015	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08023	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
vOTU08025	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08029	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08036	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08045	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08051	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08061	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08067	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08131	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08160	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08184	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08187	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08193	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08227	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08228	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08244	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08254	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08259	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08260	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08262	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08287	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08297	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU08305	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08314	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU08333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08336	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08377	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08380	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08391	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08404	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08407	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08410	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08412	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
vOTU08417	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08441	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
