vOTU	Organic Nitrogen	MISC	carbon utilization	carbon utilization (Woodcroft)	Energy	Transporters
vOTU08468	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08537	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08554	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08567	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08568	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08569	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08610	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08612	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08615	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08650	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08713	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU08730	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08741	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08748	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08749	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08768	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08771	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU08772	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU08795	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08845	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08891	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08908	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08909	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08913	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
vOTU08916	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08919	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08938	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08945	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08948	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU08997	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09036	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU09045	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09055	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09120	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09136	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09138	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09172	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09195	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09206	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU09232	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09243	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09259	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09263	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09326	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09336	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09360	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09395	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
vOTU09430	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09493	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09503	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU09543	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU09569	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09574	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09591	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09623	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09694	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09700	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09726	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU09769	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09801	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09834	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09838	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09840	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09875	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09887	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09901	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU09907	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09914	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
vOTU09920	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU09977	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09981	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU09997	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10022	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10031	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10057	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10078	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10170	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10173	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU10197	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10221	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10223	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10262	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10265	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10297	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10316	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10414	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10448	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10475	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10508	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10525	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10526	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10535	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10541	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10591	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10594	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10601	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10616	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10627	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10637	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
vOTU10664	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10678	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU10688	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10713	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10718	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10744	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU10747	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10770	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
vOTU10772	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10781	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10793	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10832	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10834	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10840	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10861	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10885	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
vOTU10886	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10904	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10907	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
vOTU10918	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10950	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10971	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU10994	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU10999	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU11017	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU11063	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11150	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11155	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11162	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11178	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11186	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11258	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU11261	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11282	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11305	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11327	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
vOTU11356	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11359	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11362	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11375	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU11402	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11411	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11439	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11478	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11521	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11562	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU11566	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11571	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11583	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11597	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11602	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11634	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
vOTU11651	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11660	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11670	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11678	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11688	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11749	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11760	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11764	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11811	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11845	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11852	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11855	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
vOTU11858	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU11874	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11890	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU11891	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU11943	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU12012	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12018	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12033	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU12035	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12054	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12071	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12089	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12148	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12155	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12176	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12232	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12237	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12240	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12246	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12251	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12252	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12282	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12325	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12334	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU12343	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU12396	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12410	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12450	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12456	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12466	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12481	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12504	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12538	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12542	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU12577	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12589	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12609	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12628	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12720	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12730	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12737	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU12751	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12763	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12766	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12806	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12809	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12815	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12819	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12833	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
vOTU12843	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12880	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12918	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12957	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU12979	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13011	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13056	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13097	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13100	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13131	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13147	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13168	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
vOTU13170	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13195	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13209	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13211	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
vOTU13231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13236	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13264	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13270	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13307	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13309	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13336	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13357	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13429	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13434	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13456	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13462	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU13466	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13494	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13507	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU13529	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13550	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13584	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13591	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13600	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13608	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13613	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13617	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13620	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13650	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13666	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13668	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13670	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13671	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13699	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13705	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13708	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13710	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13712	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13720	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13729	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13754	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU13760	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13775	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13799	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13829	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU13853	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13868	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU13904	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU13908	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13917	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU13928	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13941	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU13944	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14004	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14008	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14013	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14017	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14021	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14038	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14044	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14050	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14056	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14065	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14104	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14132	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14163	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
vOTU14164	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14174	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14179	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14180	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14187	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14228	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14243	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14262	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14282	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14298	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14326	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14393	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14409	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14469	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14480	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14518	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14528	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14543	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14549	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
vOTU14554	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU14557	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU14574	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU14591	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14617	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14623	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14625	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14640	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14650	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14655	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14671	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14708	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14720	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14732	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14742	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14769	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14796	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU14802	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14834	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14835	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14865	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14886	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14887	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14888	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14911	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14912	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14934	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU14939	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14961	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14981	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14985	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU14990	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15030	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15035	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU15041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15060	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15091	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15093	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15094	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15107	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15132	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15144	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15180	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15190	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15196	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15208	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15213	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15252	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15283	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15299	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15310	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15318	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15322	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15336	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU15348	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15362	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU15378	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
